[2026-01-15--19-12-25 INFO actix_server::builder] starting 5 workers
[2026-01-15--19-12-25 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2026-01-15--19-12-25 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2026-01-15--19-12-25 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2026-01-15--20-01-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52430.
[2026-01-15--20-01-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52434.
[2026-01-15--20-01-09 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52438.
[2026-01-15--20-02-12 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41088.
[2026-01-15--20-03-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55728.
[2026-01-15--20-04-26 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39784.
[2026-01-15--20-06-42 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43424.
[2026-01-15--20-09-09 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54900.
[2026-01-15--20-10-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48550.
[2026-01-15--20-11-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60278.
[2026-01-15--20-11-04 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60294.
[2026-01-15--20-11-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60302.
[2026-01-15--20-11-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60304.
[2026-01-15--20-11-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39366.
[2026-01-15--20-11-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39368.
[2026-01-15--20-11-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55334.
[2026-01-15--20-11-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44280.
[2026-01-15--20-11-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45332.
[2026-01-15--20-12-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:57954.
[2026-01-15--20-12-20 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54646.
[2026-01-15--20-12-35 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47568.
[2026-01-15--20-12-49 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51892.
[2026-01-15--20-13-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37066.
[2026-01-15--20-13-17 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44282.
[2026-01-15--20-13-42 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58870.
[2026-01-15--20-14-36 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50798.
[2026-01-15--20-15-21 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40646.
[2026-01-15--20-15-33 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55068.
[2026-01-15--20-15-35 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55082.
[2026-01-15--20-15-36 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55090.
[2026-01-15--20-15-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55096.
[2026-01-15--20-15-42 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45630.
[2026-01-15--20-15-42 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45644.
[2026-01-15--20-15-53 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60476.
[2026-01-15--20-16-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:56442.
[2026-01-15--20-16-22 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50788.
[2026-01-15--20-16-36 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48930.
[2026-01-15--20-16-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37538.
[2026-01-15--20-17-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:49430.
[2026-01-15--20-17-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44870.
[2026-01-15--20-18-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:49304.
[2026-01-15--20-18-32 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58450.
[2026-01-15--20-18-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58452.
[2026-01-15--20-18-35 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58458.
[2026-01-15--20-18-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58470.
[2026-01-15--20-19-00 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:42602.
[2026-01-15--20-19-00 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:42608.
[2026-01-15--20-19-11 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:35988.
[2026-01-15--20-19-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46790.
[2026-01-15--20-19-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38646.
[2026-01-15--20-19-54 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60100.
[2026-01-15--20-20-08 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45546.
[2026-01-15--20-20-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50266.
[2026-01-15--20-20-40 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41562.
[2026-01-15--20-20-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51456.
[2026-01-15--20-21-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43126.
[2026-01-15--20-21-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53544.
[2026-01-15--20-21-39 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40602.
[2026-01-15--20-21-54 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44290.
[2026-01-15--20-22-08 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55364.
[2026-01-15--20-22-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36572.
[2026-01-15--20-22-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46558.
[2026-01-15--20-22-53 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36158.
[2026-01-15--20-23-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33884.
[2026-01-15--20-23-23 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51550.
[2026-01-15--20-23-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40518.
[2026-01-15--20-23-53 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38894.
[2026-01-15--20-24-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47732.
[2026-01-15--20-24-23 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45644.
[2026-01-15--20-24-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36134.
[2026-01-15--20-24-53 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50016.
[2026-01-15--20-34-43 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50022.
[2026-01-15--20-34-43 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50024.
[2026-01-15--20-34-44 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 167 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.004510
[2026-01-15--20-34-47 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39228.
[2026-01-15--20-34-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39242.
[2026-01-15--20-34-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39254.
[2026-01-15--20-34-49 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39260.
[2026-01-15--20-34-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47088.
[2026-01-15--20-46-32 INFO actix_server::worker] shutting down idle worker
[2026-01-15--20-46-32 INFO actix_server::accept] accept thread stopped
[2026-01-15--20-46-32 INFO actix_server::worker] shutting down idle worker
[2026-01-15--20-46-32 INFO actix_server::worker] shutting down idle worker
[2026-01-15--20-46-32 INFO actix_server::worker] shutting down idle worker
[2026-01-15--20-46-32 INFO actix_server::worker] shutting down idle worker
