[2026-01-19--10-56-04 INFO actix_server::builder] starting 5 workers
[2026-01-19--10-56-04 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2026-01-19--10-56-04 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2026-01-19--10-56-04 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2026-01-19--11-37-36 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:56074.
[2026-01-19--11-37-47 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53892.
[2026-01-19--11-37-50 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53906.
[2026-01-19--11-37-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53910.
[2026-01-19--11-38-04 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46290.
[2026-01-19--11-38-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46304.
[2026-01-19--11-38-19 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39696.
[2026-01-19--11-38-33 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37286.
[2026-01-19--11-38-47 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44244.
[2026-01-19--11-39-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54358.
[2026-01-19--11-39-08 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54364.
[2026-01-19--11-39-19 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44294.
[2026-01-19--11-39-33 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36230.
[2026-01-19--11-39-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55920.
[2026-01-19--11-40-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36692.
[2026-01-19--11-40-17 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48888.
[2026-01-19--11-40-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34694.
[2026-01-19--11-40-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48958.
[2026-01-19--11-41-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37138.
[2026-01-19--11-41-18 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36058.
[2026-01-19--11-41-33 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51930.
[2026-01-19--11-41-49 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48174.
[2026-01-19--11-42-16 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44180.
[2026-01-19--11-43-02 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47768.
[2026-01-19--11-43-09 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54730.
[2026-01-19--11-43-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54738.
[2026-01-19--11-43-12 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54740.
[2026-01-19--11-43-23 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52604.
[2026-01-19--11-43-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52618.
[2026-01-19--11-43-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52634.
[2026-01-19--11-43-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52646.
[2026-01-19--11-43-30 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:59196.
[2026-01-19--11-43-46 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43114.
[2026-01-19--11-44-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58514.
[2026-01-19--11-44-05 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58516.
[2026-01-19--11-44-20 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40548.
[2026-01-19--11-44-41 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36124.
[2026-01-19--11-45-00 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54982.
[2026-01-19--11-45-16 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:56128.
[2026-01-19--11-45-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34636.
[2026-01-19--11-45-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54616.
[2026-01-19--11-46-16 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55164.
[2026-01-19--11-46-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45726.
[2026-01-19--11-46-54 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52054.
[2026-01-19--11-46-55 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52066.
[2026-01-19--11-47-13 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:59130.
[2026-01-19--11-47-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39014.
[2026-01-19--11-47-50 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50802.
[2026-01-19--11-48-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43686.
[2026-01-19--11-48-27 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54318.
[2026-01-19--11-48-47 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36036.
[2026-01-19--11-49-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:49036.
[2026-01-19--11-49-23 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46508.
[2026-01-19--11-49-45 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41208.
[2026-01-19--11-49-50 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43430.
[2026-01-19--11-50-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36414.
[2026-01-19--11-50-04 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36416.
[2026-01-19--11-50-19 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47120.
[2026-01-19--11-50-41 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38914.
[2026-01-19--11-51-02 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33692.
[2026-01-19--11-51-23 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45826.
[2026-01-19--11-51-43 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58340.
[2026-01-19--11-51-46 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:42608.
[2026-01-19--11-52-01 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51280.
[2026-01-19--11-52-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48464.
[2026-01-19--11-52-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48476.
[2026-01-19--11-52-22 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55866.
[2026-01-19--11-52-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37872.
[2026-01-19--11-52-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34216.
[2026-01-19--11-53-08 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51552.
[2026-01-19--11-53-11 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44944.
[2026-01-19--11-53-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44552.
[2026-01-19--11-53-40 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:57630.
[2026-01-19--11-53-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44230.
[2026-01-19--11-53-57 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44240.
[2026-01-19--11-54-12 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36452.
[2026-01-19--11-54-13 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:49018.
[2026-01-19--11-54-31 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40166.
[2026-01-19--11-54-36 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:35300.
[2026-01-19--11-54-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34286.
[2026-01-19--11-55-05 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53956.
[2026-01-19--11-55-22 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50716.
[2026-01-19--11-55-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50408.
[2026-01-19--11-55-53 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:35204.
[2026-01-19--11-55-57 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:35214.
[2026-01-19--11-56-09 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41728.
[2026-01-19--11-56-26 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33920.
[2026-01-19--11-56-41 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36498.
[2026-01-19--11-56-58 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41742.
[2026-01-19--11-57-13 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33388.
[2026-01-19--11-57-29 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60844.
[2026-01-19--11-57-44 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53596.
[2026-01-19--11-57-58 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:35062.
[2026-01-19--11-58-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53526.
[2026-01-19--11-58-28 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34996.
[2026-01-19--11-58-45 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:42460.
[2026-01-19--11-59-00 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38412.
[2026-01-19--11-59-17 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40554.
[2026-01-19--11-59-32 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55294.
[2026-01-19--11-59-49 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38348.
[2026-01-19--11-59-50 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38354.
[2026-01-19--12-00-04 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51148.
[2026-01-19--12-00-05 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51156.
[2026-01-19--12-00-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51172.
[2026-01-19--12-00-08 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51188.
[2026-01-19--12-00-08 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51196.
[2026-01-19--12-00-09 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51206.
[2026-01-19--12-00-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51220.
[2026-01-19--12-04-42 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36564.
[2026-01-19--12-05-35 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37856.
[2026-01-19--12-05-41 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37868.
[2026-01-19--12-05-42 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37882.
[2026-01-19--12-05-44 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34592.
[2026-01-19--12-05-55 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60162.
[2026-01-19--12-05-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60174.
[2026-01-19--12-05-59 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60180.
[2026-01-19--12-05-59 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60184.
[2026-01-19--12-06-04 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60194.
[2026-01-19--12-06-19 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51054.
[2026-01-19--12-06-43 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:59276.
[2026-01-19--12-07-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47002.
[2026-01-19--12-07-27 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37880.
[2026-01-19--12-07-44 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47494.
[2026-01-19--12-08-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50526.
[2026-01-19--12-08-15 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52994.
[2026-01-19--12-08-27 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38124.
[2026-01-19--12-08-33 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38738.
[2026-01-19--12-08-46 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60084.
[2026-01-19--12-08-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60088.
[2026-01-19--12-09-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53962.
[2026-01-19--12-09-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54214.
[2026-01-19--12-09-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47174.
[2026-01-19--12-09-45 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37584.
[2026-01-19--12-09-54 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53340.
[2026-01-19--12-09-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53346.
[2026-01-19--12-10-09 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:42984.
[2026-01-19--12-10-22 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41936.
[2026-01-19--12-10-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41942.
[2026-01-19--12-10-32 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38942.
[2026-01-19--12-10-36 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38954.
[2026-01-19--12-10-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38966.
[2026-01-19--12-10-51 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41564.
[2026-01-19--12-11-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46244.
[2026-01-19--12-11-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37924.
[2026-01-19--12-11-53 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46810.
[2026-01-19--12-11-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46820.
[2026-01-19--12-12-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43172.
[2026-01-19--12-12-21 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55270.
[2026-01-19--12-12-27 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55284.
[2026-01-19--12-12-42 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47860.
[2026-01-19--12-12-43 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47868.
[2026-01-19--12-12-59 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46116.
[2026-01-19--12-13-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50116.
[2026-01-19--12-13-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48936.
[2026-01-19--12-13-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:56922.
[2026-01-19--12-14-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40250.
[2026-01-19--12-14-23 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47094.
[2026-01-19--12-14-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55250.
[2026-01-19--12-14-40 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:55266.
[2026-01-19--12-14-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:56286.
[2026-01-19--12-15-13 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:41650.
[2026-01-19--12-15-29 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47524.
[2026-01-19--12-15-46 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50108.
[2026-01-19--12-16-02 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50308.
[2026-01-19--12-16-19 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46170.
[2026-01-19--12-16-21 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:46184.
[2026-01-19--12-16-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:57002.
[2026-01-19--12-16-55 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53854.
[2026-01-19--12-16-58 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53868.
[2026-01-19--12-17-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54754.
[2026-01-19--12-17-32 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33076.
[2026-01-19--12-17-50 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:48242.
[2026-01-19--12-18-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37992.
[2026-01-19--12-18-15 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43860.
[2026-01-19--12-18-17 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43876.
[2026-01-19--12-18-17 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43884.
[2026-01-19--12-18-29 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52912.
[2026-01-19--12-18-51 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54682.
[2026-01-19--12-18-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54692.
[2026-01-19--12-18-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54694.
[2026-01-19--12-18-55 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54696.
[2026-01-19--12-19-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52862.
[2026-01-19--12-19-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40544.
[2026-01-19--12-19-16 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40546.
[2026-01-19--12-19-19 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40558.
[2026-01-19--12-19-20 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40562.
[2026-01-19--12-19-33 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44360.
[2026-01-19--12-19-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60490.
[2026-01-19--12-19-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60500.
[2026-01-19--12-19-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:60514.
[2026-01-19--12-19-55 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52772.
[2026-01-19--12-19-58 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52782.
[2026-01-19--12-20-13 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40072.
[2026-01-19--12-20-30 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:45596.
[2026-01-19--12-20-46 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40574.
[2026-01-19--12-20-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58948.
[2026-01-19--12-20-53 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:58952.
[2026-01-19--12-21-05 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40720.
[2026-01-19--12-21-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53738.
[2026-01-19--12-21-29 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53750.
[2026-01-19--12-21-44 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44696.
[2026-01-19--12-21-47 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44704.
[2026-01-19--12-22-05 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43124.
[2026-01-19--12-22-06 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43136.
[2026-01-19--12-22-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43146.
[2026-01-19--12-22-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33454.
[2026-01-19--12-22-31 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33460.
[2026-01-19--12-22-32 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:33468.
[2026-01-19--12-22-44 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:35224.
[2026-01-19--12-22-50 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51136.
[2026-01-19--12-22-52 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51148.
[2026-01-19--12-23-05 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34538.
[2026-01-19--12-23-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51958.
[2026-01-19--12-23-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54612.
[2026-01-19--12-23-28 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51062.
[2026-01-19--12-23-28 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51068.
[2026-01-19--12-23-29 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51076.
[2026-01-19--12-23-29 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51084.
[2026-01-19--12-23-32 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51096.
[2026-01-19--12-23-32 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:51106.
